,cat
300613,8
27494,1
767602,8
767915,15
793455,8
17539,20
741995,8
43422,20
235053,26
461711,15
458266,16
460333,8
862558,20
277605,6
486064,8
951121,8
245636,19
663489,12
791628,6
404819,8
179088,21
920058,8
470484,6
256437,20
233199,16
242403,26
611993,1
903574,1
784819,6
433785,12
44328,4
861419,16
353357,13
324911,1
918134,20
893890,25
346915,22
526308,11
604271,1
602617,7
319840,16
586959,20
502032,1
738348,1
259409,1
673596,12
891078,16
861044,8
215608,16
732286,8
668895,25
217697,11
299509,18
950935,1
487405,8
925709,8
780600,20
929380,16
1837,12
408481,25
151561,20
261290,15
327796,1
144275,8
828219,1
151956,19
823126,8
466739,26
632689,15
391048,20
378703,8
797794,19
699203,7
799541,1
480774,15
306395,1
587798,20
238979,19
684598,9
781731,1
21102,1
558610,20
1899,6
53055,8
249802,20
310226,8
875075,8
600344,6
555998,1
1008190,26
548816,12
130195,25
150836,16
842915,1
1231,7
540909,13
734529,20
157858,8
924476,8
98151,8
638539,1
537166,26
140375,1
409586,16
455931,19
694064,20
578945,12
845575,1
762428,14
54577,25
818769,4
879910,8
879552,11
758624,8
378374,8
950909,1
764059,16
275352,1
94591,11
745628,19
906611,20
282562,6
272282,8
301530,4
294924,1
782177,8
52270,8
686182,20
490307,1
694917,8
235024,8
537994,8
779481,25
432698,8
809020,16
367721,26
576333,8
921590,26
856315,1
651569,20
583432,16
667950,8
389844,11
866844,26
355530,19
744840,13
241332,8
265776,1
441479,6
94952,4
765565,20
26623,8
906143,13
684262,9
468697,8
433547,13
713160,8
261891,8
441944,20
533633,8
600,1
551083,16
502283,26
794228,13
117588,1
318753,8
757102,16
708939,8
802058,8
510006,8
926299,22
449897,16
743330,8
152665,20
249353,15
46116,20
20305,6
238766,8
648854,20
106641,26
884158,26
516087,6
883803,7
29499,13
228054,20
949708,16
282053,9
146184,16
810745,20
880118,20
83798,20
125238,21
202127,1
361725,16
134791,16
814147,8
62920,26
867151,1
918650,7
108481,15
137283,13
136976,8
336983,19
905365,16
226669,26
222346,26
376252,26
768625,16
242202,25
359992,16
119050,1
884956,20
236962,11
657381,8
121967,1
483699,25
555518,8
572262,8
474633,20
575799,26
156509,8
513539,20
293460,1
249693,1
920600,25
45482,20
453089,20
199283,6
348974,1
167705,8
501505,8
913378,20
228957,16
107702,20
624807,8
558768,8
93718,11
623799,20
636155,1
463932,8
455875,8
601503,19
546692,12
872122,6
917968,26
45833,19
832502,16
533204,13
901437,13
902736,11
711607,20
409623,8
553341,7
586190,22
804209,1
819054,8
488112,1
688168,20
161869,20
7081,13
735194,1
813346,3
398893,1
950525,26
864462,20
9073,7
155092,11
376050,26
920506,26
780745,21
546303,13
616482,1
900481,1
486434,15
707817,20
90957,8
307788,16
128824,8
849381,20
214271,20
554199,8
606877,6
472521,20
263638,13
701473,11
47682,3
670468,20
102980,8
912564,6
345083,16
580889,13
434291,1
52347,21
842363,15
606198,8
487012,20
843916,1
30722,25
490083,11
432437,20
629252,1
42885,16
301657,6
562224,20
397126,1
71403,20
243815,1
134900,8
183573,3
673571,1
52493,8
639559,1
168395,26
673403,1
534828,20
911067,8
396993,1
364938,6
710401,15
669570,16
434845,13
918908,8
273542,13
310861,4
773810,20
353451,1
354663,20
897958,4
523196,22
926782,6
187383,25
156077,8
671326,15
187246,16
410282,26
905918,8
313619,20
654745,8
280465,8
558707,8
749486,1
91105,20
880740,15
995759,26
940850,26
50407,8
459587,15
872634,26
1409,26
211833,1
625287,8
287789,13
427849,3
249079,25
608485,8
172968,1
404975,1
808631,16
683582,13
687335,15
545341,9
674379,20
434100,1
240712,12
134939,15
190902,16
948424,8
25108,16
612171,8
457276,6
653079,16
779061,20
628087,8
502864,1
335822,1
375131,17
723510,4
267192,4
502828,6
730025,1
937528,6
147500,16
897998,7
734249,22
795692,4
872234,22
285929,1
458166,1
53914,25
558328,20
884417,20
485689,6
558191,8
814753,16
103713,8
524212,16
692308,8
86540,20
412776,19
834993,26
362817,1
512663,4
111910,8
11765,15
125491,8
1459,8
642624,8
100923,8
484877,13
390501,8
820400,20
855893,8
209691,8
619961,1
383705,8
736989,16
308384,19
624636,8
98622,8
121441,20
878483,8
235919,6
596418,20
563083,6
934492,21
684295,7
534743,3
1280,12
290860,13
180776,1
356365,20
817606,8
490501,20
909874,11
436975,25
928152,12
191521,8
136382,8
511154,7
563776,6
746789,8
706773,20
54356,8
524562,20
761,7
599562,19
104939,8
947612,16
557712,7
738560,16
90819,1
429941,8
251318,13
100435,8
801140,6
631727,6
311312,20
421109,16
494291,1
401856,15
239579,1
589509,16
77560,16
732031,20
69689,20
940910,8
726307,20
710101,16
65464,9
655518,4
927885,26
484889,19
837160,15
177557,1
705090,20
93438,8
675050,16
327513,8
610090,16
865219,1
445038,20
484044,21
831788,16
207871,8
714789,16
12517,20
484434,16
400439,24
500183,1
706863,9
457849,13
786221,8
394506,11
713270,20
413777,8
111019,16
502801,8
438463,8
148765,8
709648,8
727343,8
218766,1
88383,20
735315,8
709243,8
497480,26
172563,8
639396,16
764273,8
794011,22
495095,8
277049,8
510729,9
319870,8
928566,26
837662,13
570803,1
362484,25
218195,8
184158,8
822685,20
378061,1
919268,8
834192,1
780981,8
820343,8
582717,1
498341,8
288779,20
108564,16
664791,14
27341,13
63920,1
375184,8
31794,4
452230,9
756073,13
887853,6
730002,20
505354,1
507589,4
545561,8
919113,20
764407,20
593989,6
317475,8
927145,8
432478,13
774416,19
459783,13
948787,22
345487,8
399134,8
589918,8
717784,1
946016,8
307621,17
850965,26
922569,8
447809,16
885958,25
336491,6
526470,13
947627,16
813238,26
846507,6
446841,8
722723,8
328700,26
827208,1
751511,13
26678,6
794378,12
680874,26
861411,16
223956,20
413369,12
839116,7
508539,26
846577,12
923190,27
806682,27
340065,8
205863,20
273874,19
481594,26
868675,26
881203,19
535259,8
373361,16
902004,9
723818,25
265145,8
939317,13
895681,16
906792,6
319184,8
762656,6
745763,8
672021,26
556088,8
367996,13
184162,8
780538,8
513626,8
348773,20
935387,8
712664,13
133684,8
701352,8
876273,20
809759,8
923091,25
109094,8
691341,3
25804,7
141108,15
742188,11
342494,8
535782,22
752035,26
716437,25
781391,26
583495,15
85407,12
353000,7
549839,13
526948,8
24154,1
211370,16
319593,26
914453,16
493770,4
813290,8
293642,19
535388,20
142023,22
443140,8
349087,21
392769,26
207999,25
296176,8
892477,20
68938,1
587820,1
898811,15
379473,20
681502,8
919217,26
638827,12
922188,7
588798,6
776516,8
4513,13
236803,1
488331,20
129221,8
250773,8
797237,1
256806,25
177299,11
703809,8
401375,8
926762,26
746540,16
320627,8
758360,6
445197,4
539525,26
178615,16
111662,21
205869,16
531738,8
377019,22
515655,20
137432,15
659079,8
768761,26
946237,20
315429,8
680709,1
162220,26
720827,8
580439,20
633895,8
519397,16
916320,8
841798,20
579742,16
901772,27
53016,15
775540,25
505835,4
351532,8
940737,20
136698,20
23183,16
783276,16
671992,26
834234,15
692987,13
384573,1
843474,21
851862,15
332089,8
498257,20
812404,6
870894,13
768805,8
743731,1
908960,8
546618,6
935036,22
383355,11
279118,16
580798,16
632874,8
120096,8
679619,8
202575,20
486364,19
333537,1
949184,1
876836,7
282254,8
140386,16
62547,19
665893,27
612483,6
122324,20
468618,8
267701,13
391771,13
389087,20
136728,19
882901,7
91698,8
720479,4
612079,16
936579,26
506872,20
102270,20
843395,13
219752,8
833943,1
432493,8
633144,11
546156,8
943733,8
611804,8
220014,1
143886,13
726060,26
817613,20
639038,20
922034,26
20534,1
331288,4
40368,25
892149,8
623227,20
540040,8
925957,4
335396,8
836900,13
919493,1
410209,8
862914,20
42038,8
792330,8
659894,26
461620,11
185995,16
430917,13
670134,7
678424,1
34677,1
36267,8
200918,16
195268,8
565323,15
189843,15
920710,26
623138,20
553926,8
67471,8
630253,26
941,16
480454,6
730448,1
476990,20
616172,19
541143,1
470343,16
473253,1
334523,1
117725,26
317077,1
772854,20
105102,8
909752,8
705425,15
945097,26
313656,8
158692,8
235277,26
538549,15
601614,8
355760,6
712043,20
611530,8
63151,26
384879,15
887813,11
542916,15
544479,13
634602,26
171592,4
7935,13
616845,6
816800,16
743,8
472045,13
360191,25
547390,6
98443,15
826938,11
393618,1
853734,20
209975,15
194353,12
839405,8
916033,8
108512,20
309701,1
355821,8
216189,1
392237,11
74130,8
688617,20
467858,16
944365,16
470196,1
403521,19
96675,26
167313,21
849657,26
363249,22
927718,20
760923,26
777422,8
28129,15
242303,6
582076,15
14445,16
483540,16
933633,8
795804,16
676603,16
645692,8
357995,20
796040,1
276709,7
686267,7
244037,15
893061,8
928470,12
927145,7
23420,1
813553,5
619222,9
195914,8
221171,20
249691,8
516240,20
397331,16
627075,1
200599,1
344736,8
713336,13
491608,8
298584,1
581255,1
774808,16
560170,18
467482,16
177026,16
422,1
639737,20
859403,22
448118,17
561730,16
286896,1
244537,20
785938,13
13284,1
272851,6
870720,1
588730,20
109804,21
31791,16
300286,8
370972,8
425354,8
853946,1
612302,10
16258,8
74398,1
402527,20
818965,26
419301,8
595972,8
820737,9
469501,8
262465,8
553790,8
611460,8
150879,8
149810,1
54949,4
636427,13
630480,20
103807,8
894378,8
146586,8
796987,8
917203,8
570611,8
536584,4
360581,20
119529,20
151732,26
392544,8
287178,8
459162,8
596818,8
50772,8
928922,15
419695,8
898130,16
572307,20
598417,8
566603,8
949177,16
927987,15
372445,13
932687,16
340197,25
873345,20
904299,1
515634,8
542819,6
91117,8
344899,21
833509,20
5582,20
319850,6
902879,25
301544,20
783337,8
35739,8
462351,1
32026,18
227776,20
337955,18
789460,16
199997,20
412213,3
918352,20
737589,8
676535,12
473523,19
911624,8
500050,8
184494,13
325512,16
471659,16
887988,20
12138,20
419081,1
491540,1
86238,20
900189,9
794403,6
101727,4
284556,8
281538,7
401725,19
784032,9
930418,20
855188,8
539261,8
291861,13
676501,26
642631,8
471131,15
693868,13
781012,9
429765,22
717221,26
422996,20
371870,15
941796,8
860339,16
769190,19
828940,8
615205,8
392118,1
459465,8
893316,8
329537,8
788835,20
111005,20
203698,1
574753,15
888097,8
772218,22
841277,1
494772,15
544007,6
656693,8
235842,9
558888,8
224938,16
178872,8
589576,16
30963,1
749320,1
250100,26
572902,16
118975,26
623760,3
275342,8
559546,1
387087,20
691601,20
162742,8
37330,27
356794,8
867310,11
860859,6
140575,10
674595,4
479292,2
30850,6
340872,16
907899,15
436427,6
662639,16
940615,3
947658,16
807369,1
720628,9
735686,16
109791,15
658244,16
96029,21
507807,15
550210,25
939206,13
290846,20
506545,20
394705,22
347890,6
123979,16
231335,8
206171,15
278090,8
257978,8
703323,1
490278,20
494224,4
508763,25
94089,1
928698,7
171945,16
877146,1
616832,16
287465,19
685,26
759775,8
511693,6
56387,8
447478,1
947048,6
325962,20
898463,19
286348,26
630688,13
714054,20
96460,8
524489,8
754869,8
431194,19
558283,15
920407,12
766815,8
4428,16
810059,15
233275,1
652638,15
746096,8
294274,8
666996,8
670709,11
389092,22
230684,20
620818,12
197676,1
942211,12
37308,1
813196,15
715225,7
451847,15
461946,19
574823,8
608944,1
492535,8
547744,8
356904,20
313009,8
231,6
744455,1
64560,20
739206,17
319770,8
50561,16
819717,13
823711,16
871659,25
270073,20
924836,26
526386,6
616515,8
307371,1
552683,1
839858,1
324315,8
16145,16
67411,6
504360,16
925498,4
948329,1
662821,20
212731,1
74115,16
440139,20
762515,6
190395,8
913077,3
621151,20
860380,8
334401,6
117242,1
762011,7
327883,16
209400,1
195574,16
61722,20
192387,26
513522,15
179744,13
532696,13
10553,26
238824,12
490315,13
822076,1
664479,20
540840,6
208462,6
859996,20
179829,13
931340,26
529773,11
740083,20
784039,6
66879,6
504434,1
651459,8
610918,13
86911,1
286522,1
926046,26
97122,16
281555,6
828025,7
321250,1
628556,8
762488,8
540478,26
809096,26
905765,6
759124,8
641891,6
203666,8
944013,8
492151,9
334679,8
945036,3
526062,8
147266,16
376691,20
535672,6
681752,8
569292,15
455562,20
403865,8
933303,26
479383,25
148984,1
374405,20
75303,13
440593,19
436956,20
251688,3
240638,20
605626,20
461641,16
466252,6
321571,12
508942,11
255975,16
141571,15
769664,21
602771,8
846111,8
530418,6
487382,16
551004,13
391609,16
424254,8
692733,1
842225,6
382118,1
98139,8
271006,15
139239,8
330775,6
662830,21
501781,25
646469,26
309087,20
213827,20
605144,1
1008591,4
927521,26
523385,25
760825,8
136355,13
204894,8
782147,26
883622,8
319233,1
246890,3
25510,20
539615,15
122293,1
251766,20
767287,20
64357,20
605801,1
944460,13
92068,8
46824,16
266745,13
166573,20
341863,6
37727,8
466133,7
833025,8
339988,20
890505,20
838033,6
933037,19
525574,8
779486,8
258548,1
36326,8
934068,19
742602,6
877492,7
123350,11
519144,26
67274,1
238435,1
857556,12
96860,26
578220,8
574799,8
13561,20
153420,1
583385,13
421637,15
924526,19
99526,15
147980,6
24378,6
319487,16
399988,20
298193,20
697829,8
250293,25
917838,1
203397,8
10945,4
149142,16
698521,20
874253,13
464483,8
148539,6
445112,15
568159,17
944847,8
686592,8
486176,3
927873,7
230162,20
508237,13
759657,20
768218,8
190880,8
69997,20
700930,8
509318,15
338767,8
43841,16
768547,6
582745,20
174572,14
787578,1
753932,8
148597,20
59482,26
134166,8
42483,16
838564,8
149948,1
418040,8
482351,22
876912,8
404839,1
119969,8
419967,6
435163,19
72577,13
312326,16
613081,16
645108,15
598055,8
26421,6
22668,26
648766,9
205797,1
259579,8
529659,16
733019,15
311135,8
863102,4
901965,11
114262,7
388793,20
5440,9
113808,16
719721,9
816445,4
637348,9
568387,15
284106,8
742187,1
157393,16
197284,8
403861,13
330365,13
360961,8
284679,20
428461,9
288693,8
558618,1
428219,13
835163,6
951044,24
543678,1
518973,20
793125,11
179077,20
905697,8
851681,16
919427,26
293534,17
920222,6
712212,1
197656,1
340086,8
925738,26
992,7
100154,1
386832,6
824442,16
566616,20
849709,20
98197,26
157928,25
488965,26
840802,8
196946,13
944682,16
999749,26
433778,13
427409,8
920774,26
593424,15
55032,4
951226,19
620977,6
462475,6
249920,16
557183,8
658336,8
648776,15
645357,1
925488,26
43035,9
847609,16
694813,12
535913,11
52225,20
748983,16
441158,8
372069,26
917423,21
562521,13
778148,11
122851,19
518502,13
641349,13
750666,15
513310,20
240490,20
745319,16
186466,16
706131,6
33045,20
450753,20
644082,8
459520,13
361027,8
747932,16
826681,20
722740,1
879829,26
182791,1
470542,8
369728,16
789155,13
779411,20
212177,8
814113,8
895258,8
202325,8
530463,16
940270,8
239839,16
275506,13
377611,15
373610,6
715766,8
206395,8
486560,19
468629,8
187621,8
603609,8
155466,6
19488,1
762238,13
174260,8
855223,25
362681,20
599277,8
580790,8
21883,12
54319,6
335730,20
935481,8
499814,26
125736,1
285538,19
187378,10
491449,22
495766,20
290160,7
442778,20
793273,6
951078,20
222446,15
172084,8
693536,8
587536,7
61750,20
281348,11
307113,1
569513,25
568964,8
179611,6
843377,8
265285,12
223834,13
213043,1
116980,26
473910,8
873339,15
26472,8
480376,9
131224,16
924489,6
575593,20
710114,15
192740,1
247534,2
787785,26
310928,8
561070,11
907819,20
443257,1
343598,20
810974,7
561191,20
772019,26
879227,15
946345,15
889872,16
460888,8
626234,13
176264,19
336740,11
375893,7
237600,1
887753,11
620782,8
932343,25
198152,13
416552,17
885099,8
441491,19
893809,20
676096,6
56366,7
561315,6
517766,20
41074,15
748002,25
542081,16
285708,20
53592,8
926936,22
564099,8
472120,1
876192,1
53178,15
406179,20
772536,8
31471,8
385405,8
753293,25
228049,20
370995,16
293558,20
739988,8
514377,13
895033,20
40328,6
30076,20
9617,1
501133,16
642398,8
18442,9
901014,8
221107,8
912705,11
925447,4
44416,1
241193,4
451052,1
78075,19
404781,8
810825,1
289341,8
349712,8
716359,8
369872,1
9018,3
572343,15
676452,1
565218,8
116657,16
859907,16
761,1
574551,1
823300,26
866672,9
886552,7
661319,16
734632,8
272766,20
822929,8
320853,8
783205,4
502003,8
831110,7
736378,8
30535,8
256988,13
182492,1
883299,13
503568,26
154774,26
944959,9
239978,15
551887,25
46355,26
181757,6
174023,13
457561,16
880708,20
18063,25
141252,1
730215,8
832152,4
294260,26
135835,8
772449,25
929086,22
287107,8
900351,20
357989,20
802195,6
615833,16
62861,8
109080,6
302374,20
611508,8
54664,26
18421,8
275043,12
260018,6
426099,25
682540,1
927508,1
210952,7
701534,8
295496,8
659342,8
768590,13
937268,13
503667,12
523464,8
454784,20
658214,8
240276,16
297036,1
157097,16
923824,1
370962,16
670363,26
755528,13
253926,8
935340,16
362776,1
723415,3
381979,11
188577,20
110273,8
59597,8
159549,8
402936,8
345129,1
461972,1
885078,11
264022,15
871136,13
702421,26
308786,8
483432,8
399551,16
924593,3
291846,8
180081,6
667848,8
945828,8
711556,20
882444,13
259226,16
600723,8
948028,16
533188,8
457865,6
790098,1
518453,21
852478,6
419185,26
928900,26
976026,26
841,1
299010,6
945048,16
493429,13
583465,8
706601,7
728606,13
494783,15
43328,9
545566,6
129811,15
503786,16
613039,6
949426,25
274073,20
171989,15
359146,16
132101,1
353160,8
105371,7
528156,4
102960,16
505853,16
422076,19
936180,1
32645,8
277943,1
654399,20
528893,1
893939,13
189722,16
418803,1
791463,8
978961,26
895753,13
652881,1
121549,1
860815,6
541217,13
141843,1
753955,8
920314,6
746363,20
435443,13
542891,18
383480,8
385,12
815799,20
773249,8
894242,6
897168,25
268308,26
691766,1
110360,15
934023,8
596691,1
723994,8
397166,16
802188,25
571940,8
186929,20
712219,20
416122,8
513907,1
675249,26
834270,16
809829,20
546850,15
935487,13
950653,8
672873,20
283410,20
843225,16
28228,8
941700,8
866062,1
568093,8
625090,16
123603,26
714565,7
355259,1
368617,16
714918,20
93294,1
103622,13
746981,7
573799,8
992864,4
161134,25
120250,1
680867,6
306759,9
490511,8
179252,16
890250,26
93981,9
657935,8
191310,11
440646,8
290998,7
233205,16
521950,6
125479,8
933106,20
569321,8
534342,13
695703,8
150492,20
17507,8
944610,7
842855,6
693676,1
862190,8
505184,8
920769,15
709396,11
920477,19
233048,7
252794,26
188052,19
291265,18
877451,15
174473,16
187434,8
896883,8
722305,8
376111,8
2736,1
308721,19
476384,1
490778,15
288202,8
443500,15
180101,8
459013,8
482818,11
615728,8
5603,20
256423,8
661776,4
252223,8
937763,1
724051,8
400149,15
910965,8
131062,8
593652,20
702251,8
112787,26
730512,20
579979,20
762613,16
234376,20
168911,7
582449,13
368436,15
836391,1
885110,11
940639,6
805724,9
736743,8
91483,13
2059,8
427039,8
818649,8
259558,19
710360,1
209646,13
333814,13
894776,20
71933,1
930489,12
507051,16
548560,16
64735,13
656939,15
78473,6
608579,7
440486,8
356956,1
950581,9
53954,8
752462,8
126158,1
893962,16
181503,20
147792,1
600835,6
643021,11
913990,6
295613,8
117267,8
479000,2
877835,13
831704,1
179079,6
949688,16
267665,7
336382,16
629501,6
649104,20
400993,8
235999,8
386566,16
441164,8
207913,19
15997,20
630781,16
721835,8
142053,22
670574,26
965322,26
814289,13
871551,1
11282,1
918545,16
257934,26
84139,15
69601,7
580096,16
27247,4
796288,25
771433,8
810171,26
456283,15
860374,6
751252,6
585651,8
104780,26
163033,8
840147,7
113085,6
922506,7
845719,8
949931,16
114621,15
852080,8
919977,20
550349,20
871392,8
316533,8
848448,8
341580,19
42299,13
868026,25
623989,8
420410,20
306483,8
876786,21
9446,8
491763,8
224474,9
822233,12
60706,13
128879,26
269190,1
929074,20
204381,1
474988,26
388474,12
425166,26
618879,7
80446,15
183427,8
350759,16
82949,6
445326,13
844314,21
501108,8
426508,16
25724,8
444655,16
598567,16
580070,8
46208,1
920653,26
665410,20
711653,25
706966,17
722145,16
362202,8
658980,20
827397,20
425713,20
482865,8
433445,22
947672,16
43863,16
